,real,predict
635,0.154423709,0.135093838
636,0.155091506,0.135012835
637,0.155217846,0.134983361
638,0.155867596,0.13505581
639,0.156842219,0.13559556
640,0.154387611,0.136279464
641,0.151265206,0.135968894
642,0.151283255,0.134133488
643,0.150922283,0.13201794
644,0.152312024,0.130791843
645,0.152672996,0.131173432
646,0.154134931,0.131732821
647,0.152799336,0.132917404
648,0.148612064,0.133127093
649,0.147366711,0.131538391
650,0.145670144,0.128960103
651,0.146464282,0.126416057
652,0.148594015,0.125627548
653,0.148160849,0.12612471
654,0.148503772,0.127059639
655,0.146753059,0.127748668
656,0.148052557,0.127093762
657,0.148594015,0.127007902
658,0.147114031,0.127107084
659,0.146969642,0.127223074
660,0.148034509,0.126784235
661,0.147908169,0.126609206
662,0.148323286,0.126924723
663,0.1481428,0.127392381
664,0.148702307,0.12744388
665,0.145236978,0.127720982
666,0.14622965,0.126612931
667,0.145652095,0.125830948
668,0.147673537,0.124826998
669,0.145417464,0.125670731
670,0.146987691,0.125434697
671,0.146897448,0.125824153
672,0.144767715,0.125626266
673,0.144659423,0.125356913
674,0.146410136,0.124475121
675,0.157112948,0.12434271
676,0.16258167,0.12886712
677,0.162744107,0.135809004
678,0.161679241,0.141444981
679,0.161065589,0.142414302
680,0.161390463,0.142048657
681,0.161318269,0.141745299
682,0.16117388,0.141676039
683,0.161805581,0.141695082
684,0.162437281,0.141789287
685,0.163159225,0.142056942
686,0.164675306,0.142512858
687,0.164711403,0.143175155
688,0.163718731,0.143711567
689,0.165270909,0.143819034
690,0.162852399,0.143942565
691,0.161877775,0.143548608
692,0.158322203,0.143066317
693,0.161137783,0.141491264
694,0.1647475,0.141063958
695,0.162076309,0.141812354
696,0.164296286,0.142683893
697,0.164729452,0.143321604
698,0.163953362,0.143388301
699,0.162238747,0.143795609
700,0.162888496,0.143302321
701,0.165216764,0.142864913
702,0.165270909,0.14319098
703,0.165830415,0.143915504
704,0.165036278,0.14456442
705,0.165830415,0.144529551
706,0.165216764,0.144640058
707,0.16552359,0.144520491
708,0.166895282,0.144613206
709,0.166389922,0.144874632
710,0.165884561,0.145162791
711,0.165686027,0.145219266
712,0.16552359,0.144937724
713,0.163790925,0.14474082
714,0.164909938,0.144254923
715,0.161895824,0.144052804
716,0.161841678,0.143254668
717,0.162040212,0.142746091
718,0.16104754,0.142129719
719,0.159423167,0.141938597
720,0.15606613,0.141367614
721,0.153412988,0.139569074
722,0.15299787,0.136563927
723,0.151824712,0.13412115
724,0.151770566,0.132567525
725,0.150759846,0.131932855
726,0.153033967,0.131120324
727,0.15211349,0.131550163
728,0.154820778,0.131752908
729,0.156751976,0.133208573
730,0.155921741,0.134702176
731,0.156120276,0.13614288
732,0.158665127,0.136579156
733,0.157762697,0.137340695
734,0.158123669,0.138109595
735,0.161083637,0.138808966
736,0.160614374,0.139783323
737,0.161534852,0.140811294
738,0.161607046,0.141540915
739,0.160993394,0.141680509
740,0.15619247,0.141754895
741,0.155398332,0.1404787
742,0.155199798,0.137953579
743,0.153557376,0.135809988
744,0.157690503,0.13481617
745,0.15760026,0.135657936
746,0.159152438,0.13671419
747,0.158791467,0.138785273
748,0.158376349,0.139253885
749,0.156788073,0.139512837
750,0.157239288,0.138588697
751,0.158683175,0.137957424
752,0.158845612,0.138123542
753,0.158917807,0.138948113
754,0.158917807,0.139574379
755,0.161101686,0.139664233
756,0.161246074,0.140547931
757,0.161787532,0.141129494
758,0.163177273,0.141756237
759,0.162599718,0.14223811
760,0.164639209,0.14256084
761,0.163646536,0.143189698
762,0.163231419,0.143335253
763,0.169115258,0.143437028
764,0.168303072,0.144483805
765,0.166173339,0.145658731
766,0.168519655,0.146247089
767,0.165288958,0.146089524
768,0.165126521,0.145449847
769,0.15823196,0.145124584
770,0.157311483,0.142785788
771,0.156842219,0.140862823
772,0.155885644,0.137966096
773,0.156643685,0.137068272
774,0.155957839,0.13679871
775,0.156643685,0.136497676
776,0.156517345,0.136756212
777,0.156806122,0.136739224
778,0.156336859,0.137047827
779,0.155669061,0.136939138
780,0.154351514,0.136594653
781,0.154586146,0.135647207
782,0.154243223,0.13496232
783,0.15261885,0.134454161
784,0.154748583,0.133783251
785,0.154748583,0.133814782
786,0.155957839,0.134092093
787,0.155885644,0.135316163
788,0.156914414,0.135779709
789,0.159044147,0.136582404
790,0.159170487,0.137800425
791,0.159224633,0.139105022
792,0.153304696,0.139962643
793,0.156697831,0.13772434
794,0.158051475,0.13662827
795,0.158141718,0.136390895
796,0.157293434,0.138214886
797,0.156463199,0.138417542
798,0.157203191,0.137778908
799,0.157149045,0.13741526
800,0.157780746,0.137395799
801,0.157943183,0.137887806
802,0.158087572,0.138191193
803,0.157762697,0.138545454
804,0.156878316,0.138538092
805,0.156842219,0.13811323
806,0.157672454,0.137616843
807,0.157365628,0.137601256
808,0.155019312,0.137810498
809,0.153557376,0.137079328
810,0.155290041,0.135450065
811,0.156463199,0.134676307
812,0.154604194,0.135300517
813,0.156084179,0.135689408
814,0.157816843,0.135923684
815,0.15989243,0.136520535
816,0.166389922,0.138574362
817,0.163899217,0.141777664
818,0.16232899,0.143237472
819,0.1647475,0.143669158
820,0.164224091,0.143304288
821,0.162383135,0.14343679
822,0.163935314,0.143405885
823,0.162148504,0.143200248
824,0.163014836,0.142770499
825,0.16283435,0.142868042
826,0.162473378,0.142652959
827,0.162816301,0.142712504
828,0.162617767,0.142664284
829,0.163105079,0.142624587
830,0.162473378,0.142762214
831,0.161209977,0.142692983
832,0.162401184,0.142352998
833,0.16232899,0.142182857
834,0.163123127,0.142184913
835,0.161065589,0.142606348
836,0.161877775,0.142311305
837,0.163736779,0.142167181
838,0.160975346,0.142349958
839,0.165162618,0.142343104
840,0.164765549,0.143033594
841,0.165505541,0.143370926
842,0.165361152,0.144352615
843,0.166191387,0.144415051
844,0.168501606,0.144733489
845,0.171281089,0.145446002
846,0.169187453,0.146853685
847,0.16283435,0.147563994
848,0.166786991,0.146159381
849,0.167111865,0.145050466
850,0.168826481,0.144718111
851,0.173880085,0.146062344
852,0.173627405,0.147750407
853,0.172887413,0.149341464
854,0.172273761,0.150228322
855,0.173645454,0.149838001
856,0.172364004,0.149844885
857,0.171948886,0.149749309
858,0.169566473,0.149632215
859,0.169404036,0.148675978
860,0.168212829,0.147947252
861,0.168880627,0.147099763
862,0.17138938,0.14692387
863,0.169187453,0.147419155
864,0.168465509,0.147674799
865,0.162635816,0.147507161
866,0.161282172,0.145475477
867,0.159964625,0.14356637
868,0.160145111,0.141676247
869,0.158665127,0.141107976
870,0.159044147,0.140489221
871,0.159116341,0.140087813
872,0.158322203,0.13972792
873,0.159224633,0.139586687
874,0.159459264,0.139636546
875,0.160415839,0.139810801
876,0.161101686,0.140607953
877,0.160885103,0.141046017
878,0.161588998,0.141367555
879,0.161877775,0.14162302
880,0.160596325,0.141813844
881,0.161408512,0.141741335
882,0.16321337,0.141677886
883,0.163917265,0.142014414
884,0.165018229,0.14279142
885,0.165938707,0.143608153
886,0.16424214,0.14424485
887,0.161733386,0.144316733
888,0.155596867,0.143517911
889,0.153268599,0.141130447
890,0.151517886,0.13715449
891,0.152600801,0.133335292
892,0.152582753,0.132217765
893,0.153918348,0.132023841
894,0.153936397,0.132902175
895,0.151933004,0.133437693
896,0.152654947,0.133163035
897,0.153052016,0.132640064
898,0.154550049,0.132368267
899,0.154694437,0.133347839
900,0.154495903,0.134146333
901,0.153864202,0.134665221
902,0.153864202,0.134396404
903,0.155037361,0.134070724
904,0.154243223,0.134290427
905,0.153467134,0.13446191
906,0.153178356,0.134266257
907,0.155163701,0.133561015
908,0.155452478,0.133920312
909,0.155416381,0.134727567
910,0.156499296,0.135544151
911,0.15989243,0.136048675
912,0.160740714,0.137787372
913,0.160957297,0.139918596
914,0.160289499,0.141184449
915,0.162978739,0.14126581
916,0.160433888,0.141765773
917,0.16130022,0.141693085
918,0.161931921,0.141849756
919,0.161444609,0.141659319
920,0.162022164,0.141887009
921,0.162238747,0.142036557
922,0.161516803,0.142122298
923,0.16142656,0.142133385
924,0.161751435,0.14198333
925,0.161661192,0.141880989
926,0.160867054,0.141919911
927,0.16104754,0.141785562
928,0.161715338,0.141614527
929,0.164007508,0.14164108
930,0.164314334,0.142368704
931,0.163123127,0.143143594
932,0.16220265,0.143439114
933,0.163339711,0.14300102
934,0.161444609,0.142781049
935,0.15722124,0.142424107
936,0.157004657,0.14123863
937,0.157582211,0.13916868
938,0.15963975,0.137758076
939,0.159423167,0.138716251
940,0.160415839,0.139696598
941,0.161065589,0.140687823
942,0.160686568,0.141030133
943,0.15926073,0.141313344
944,0.159332924,0.141034544
945,0.160524131,0.140625
946,0.160109013,0.140609831
947,0.160578277,0.140818715
948,0.159946576,0.141079783
949,0.160090965,0.140960455
950,0.160289499,0.140940696
951,0.160054868,0.140886128
952,0.157961232,0.140911311
953,0.159098293,0.140294969
954,0.147673537,0.139782995
955,0.147854023,0.135070503
956,0.148738404,0.130969048
957,0.146283796,0.127398849
958,0.147077934,0.126908481
959,0.144388694,0.12655285
960,0.146157456,0.125050873
961,0.148630112,0.124929368
962,0.148991084,0.125584096
963,0.14929791,0.127270848
964,0.149785222,0.128374845
965,0.149694979,0.128798515
966,0.149225716,0.129062116
967,0.149965708,0.129022926
968,0.150092048,0.129080832
969,0.149893513,0.129254133
970,0.149965708,0.129487574
971,0.150398874,0.129480243
972,0.151030574,0.129599631
973,0.15095838,0.130028874
974,0.15083204,0.130402237
975,0.15057936,0.130547732
976,0.151174963,0.130378783
977,0.152456413,0.130456358
978,0.153376891,0.13108018
979,0.154441757,0.132143259
980,0.15619247,0.133366615
981,0.158195863,0.134788752
982,0.156300762,0.136651844
983,0.158213912,0.137376606
984,0.156878316,0.138069093
985,0.155669061,0.137646973
986,0.156102227,0.137327433
987,0.158340252,0.136514753
988,0.159062195,0.137115955
989,0.158141718,0.138474047
990,0.157329531,0.139234692
991,0.157672454,0.138801873
992,0.157690503,0.138262928
993,0.158051475,0.138114452
994,0.157401725,0.138387412
995,0.159748042,0.138290316
996,0.158773418,0.139067858
997,0.158953904,0.139420837
998,0.157672454,0.139950961
